"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1NJUN0010","40.6945","-74.3898","113.1","2023-12",,,,"10","8","0","0",,,,,,,"0","0.0","3.52",,,,"8.97","0.0",,,,,,,
"US1NJUN0010","40.6945","-74.3898","113.1","2024-01",,,,"15","10","8","2",,,,,,,"2","2.5","2.40",,,,"5.79","4.5",,,,,,,
"US1NJUN0010","40.6945","-74.3898","113.1","2024-02",,,,"8","5","11","3",,,,,,,"7","4.0","0.37",,,,"1.92","10.2",,,,,,,
"US1NJUN0010","40.6945","-74.3898","113.1","2024-03",,,,"13","10","0","0",,,,,,,"0","0.0","1.84",,,,"7.52","0.0",,,,,,,
"US1NJUN0010","40.6945","-74.3898","113.1","2024-04",,,,"15","7","0","0",,,,,,,"0","0.0","1.34",,,,"4.40","0.0",,,,,,,
"US1NJUN0010","40.6945","-74.3898","113.1","2024-05",,,,"16","13","0","0",,,,,,,"0","0.0","0.98",,,,"4.39","0.0",,,,,,,
"USC00288884","40.85898","-74.05616","1.2","2023-06",,,"150","13","7",,,"0","0","0","28","1","46",,,"0.86","93",,"23","2.35",,"69.2","79.4","59.1",,,,
"USC00288884","40.85898","-74.05616","1.2","2023-07",,,"414","15","10",,,"0","0","0","30","11","61",,,"1.00","94","0","0","4.93",,"78.8","87.9","69.7",,,,
"USC00288884","40.85898","-74.05616","1.2","2023-08",,,"277","11","9",,,"0","0","0","31","0","58",,,"0.88","88","0","0","4.44",,"73.9","82.5","65.3",,,,
"USC00288884","40.85898","-74.05616","1.2","2023-09",,,"172","16","14",,,"0","0","0","23","6","48",,,"0.94","99","52","52","7.67",,"69.0","77.6","60.3",,,,
"USC00288884","40.85898","-74.05616","1.2","2023-10",,,"34","11","6",,,"0","0","0","13","0","40",,,"1.71","87","249","196","4.50",,"59.7","69.2","50.3",,,,
"USC00288884","40.85898","-74.05616","1.2","2023-11",,,"0","5","2",,,"0","14","0","0","0","24",,,"2.03","69","824","576","3.02",,"43.7","53.6","33.9",,,,
"USC00288884","40.85898","-74.05616","1.2","2023-12",,,"0","10","7",,,"0","16","0","0","0","22",,,"2.76","63","1537","713","7.60",,"41.2","49.5","33.0",,,,
"USC00288884","40.85898","-74.05616","1.2","2024-01",,"0","0","14","9",,,"0","20","6","0","0","15",,,"2.67","60","2480","943","6.26",,"34.6","41.1","28.0",,,,
"USC00288884","40.85898","-74.05616","1.2","2024-02",,"0","0","9","8",,,"0","22","0","0","0","20",,,"0.48","65","3262","782","1.95",,"37.1","45.8","28.3",,,,
"USC00288884","40.85898","-74.05616","1.2","2024-03",,"0","0","11","8",,,"0","7","0","2","0","25",,,"2.81","74","3850","588","8.98",,"45.3","53.5","37.0",,,,
"USC00288884","40.85898","-74.05616","1.2","2024-04",,"7","7","9","5",,,"0","0","0","7","0","33",,,"1.35","86","4224","373","3.57",,"52.8","62.1","43.5",,,,
"USC00288884","40.85898","-74.05616","1.2","2024-05",,"108","101","14","11",,,"0","0","0","20","1","44",,,"1.17","90","4317","93","3.73",,"65.3","74.2","56.4",,,,
"US1NJBG0070","40.937986836938","-74.1005487184164","19.2","2024-02",,,,,,,,,,,,,,,,,,,,"1.99",,,,,,,,
"US1NJBG0070","40.937986836938","-74.1005487184164","19.2","2024-04",,,,"10","4",,,,,,,,,,,"1.39",,,,"4.01",,,,,,,,
"US1NJBG0070","40.937986836938","-74.1005487184164","19.2","2024-05",,,,"15","11",,,,,,,,,,,"1.33",,,,"4.89",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2023-06",,,,"12","6",,,,,,,,,,,"0.95",,,,"2.42",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2023-07",,,,"13","9",,,,,,,,,,,"2.23",,,,"6.94",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2023-09",,,,"14","11",,,,,,,,,,,"3.20",,,,"12.30",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2023-10",,,,"10","8",,,,,,,,,,,"1.29",,,,"4.44",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2023-11",,,,"4","2",,"0",,,,,,,,"0.0","0.90",,,,"1.18","0.0",,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2023-12",,,,"9","8",,,,,,,,,,,"3.10",,,,"8.48",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2024-01",,,,"15","10",,,,,,,,,,,"2.31",,,,"6.58",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2024-02",,,,"10","7",,,,,,,,,,,"0.73",,,,"2.08",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2024-03",,,,"11","9",,,,,,,,,,,"2.32",,,,"9.82",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2024-04",,,,"13","9",,,,,,,,,,,"1.25",,,,"4.11",,,,,,,,
"US1NJMN0104","40.340039","-74.03722","5.8","2024-05",,,,"15","10",,,,,,,,,,,"0.68",,,,"3.10",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2023-06",,,,,,,,,,,,,,,,,,,,"3.79",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2023-07",,,,,,,,,,,,,,,,,,,,"8.37",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2023-08",,,,,,,,,,,,,,,,,,,,"4.73",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2023-09",,,,,,,,,,,,,,,,,,,,"10.63",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2023-10",,,,,,,,,,,,,,,,,,,,"1.84",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2023-11",,,,"5","2",,,,,,,,,,,"1.54",,,,"2.44",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2023-12",,,,,,,,,,,,,,,,,,,,"8.24",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2024-01",,,,,,,,,,,,,,,,,,,,"6.37",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2024-02",,,,,,,,,,,,,,,,,,,,"1.84",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2024-03",,,,,,,,,,,,,,,,,,,,"7.68",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2024-04",,,,,,,,,,,,,,,,,,,,"4.86",,,,,,,,
"US1NJMD0074","40.50039","-74.41942","36.3","2024-05",,,,,,,,,,,,,,,,,,,,"4.01",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2023-06",,,,"8","7",,,,,,,,,,,"2.10",,,,"5.61",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2023-07",,,,"15","13",,,,,,,,,,,"1.35",,,,"5.73",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2023-08",,,,"11","9",,,,,,,,,,,"1.39",,,,"5.41",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2023-09",,,,"17","13",,,,,,,,,,,"1.90",,,,"9.95",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2023-10",,,,"13","6",,,,,,,,,,,"1.67",,,,"4.51",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2023-11",,,,"6","3",,,,,,,,,,,"2.24",,,,"4.08",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2023-12",,,,"11","8",,,,,,,,,,,"5.00",,,,"10.91",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2024-01",,,,"16","11",,,,,,,,,,,"3.86",,,,"8.63",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2024-02",,,,"10","7",,,,,,,,,,,"0.53",,,,"1.53",,,,,,,,
"US1NJPS0042","40.9306","-74.207","137.5","2024-04",,,,"13","5",,,,,,,,,,,"1.61",,,,"4.89",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2023-06",,,,"8","7",,,,,,,,,,,"2.06",,,,"5.61",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2023-07",,,,"13","10",,,,,,,,,,,"1.16",,,,"5.63",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2023-08",,,,"11","10",,,,,,,,,,,"1.43",,,,"5.76",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2023-09",,,,"14","12",,,,,,,,,,,"1.75",,,,"9.52",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2023-10",,,,"8","4",,,,,,,,,,,"1.04",,,,"2.13",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2023-11",,,,"5","2",,,,,,,,,,,"2.26",,,,"3.80",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2023-12",,,,"11","8",,,,,,,,,,,"4.89",,,,"11.07",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2024-01",,,,"16","10",,,,,,,,,,,"3.58",,,,"8.15",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2024-02",,,,"9","7",,,,,,,,,,,"0.72",,,,"2.35",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2024-03",,,,"13","10",,,,,,,,,,,"2.20",,,,"8.93",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2024-04",,,,"14","8",,,,,,,,,,,"1.62",,,,"5.39",,,,,,,,
"US1NJMS0040","40.748131","-74.390791","58.8","2024-05",,,,"16","12",,,,,,,,,,,"1.07",,,,"4.89",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2023-06",,,,"11","7",,,,,,,,,,,"0.23",,,,"1.43",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2023-09",,,,"10","7",,,,,,,,,,,"5.84",,,,"11.02",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2023-10",,,,"10","7",,,,,,,,,,,"1.32",,,,"4.99",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2023-11",,,,"4","2",,,,,,,,,,,"1.56",,,,"1.86",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2023-12",,,,"8","6",,,,,,,,,,,"4.14",,,,"8.73",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2024-02",,,,"8","7",,,,,,,,,,,"0.59",,,,"2.06",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2024-03",,,,"13","8",,,,,,,,,,,"2.82",,,,"11.10",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2024-04",,,,"13","6",,,,,,,,,,,"1.41",,,,"3.59",,,,,,,,
"US1NYNS0074","40.669941","-73.66449","9.4","2024-05",,,,"10","8",,,,,,,,,,,"0.92",,,,"3.34",,,,,,,,
"US1NYNS0077","40.63677","-73.66717","2.1","2023-08",,,,"9","7",,,,,,,,,,,"0.77",,,,"3.36",,,,,,,,
"US1NYNS0077","40.63677","-73.66717","2.1","2023-09",,,,"6","5",,,,,,,,,,,"0.82",,,,"9.28",,,,,,,,
"US1NYNS0077","40.63677","-73.66717","2.1","2023-10",,,,"5","5",,,,,,,,,,,"0.79",,,,"3.63",,,,,,,,
"US1NJUN0003","40.64121","-74.272595","19.8","2023-06",,,,"8","5",,,,,,,,,,,"0.57",,,,"2.28",,,,,,,,
"US1NJUN0003","40.64121","-74.272595","19.8","2023-07",,,,"15","11",,,,,,,,,,,"1.66",,,,"5.80",,,,,,,,
"US1NJUN0003","40.64121","-74.272595","19.8","2023-10",,,,,,,,,,,,,,,,,,,,"3.19",,,,,,,,
"US1NJUN0003","40.64121","-74.272595","19.8","2023-11",,,,,,,,,,,,,,,,,,,,"3.60",,,,,,,,
"US1NJUN0003","40.64121","-74.272595","19.8","2023-12",,,,"10","8",,,,,,,,,,,"3.45",,,,"8.52",,,,,,,,
"US1NJUN0003","40.64121","-74.272595","19.8","2024-01",,,,,,,,,,,,,,,,,,,,"6.24",,,,,,,,
"US1NJBG0003","40.91467","-73.9775","21.6","2023-06",,,,"9","7",,,,,,,,,,,"1.66",,,,"3.36",,,,,,,,
"US1NJBG0003","40.91467","-73.9775","21.6","2023-07",,,,"13","7",,,,,,,,,,,"0.74",,,,"5.00",,,,,,,,
"US1NJBG0003","40.91467","-73.9775","21.6","2023-09",,,,"16","14",,,,,,,,,,,"1.56",,,,"9.76",,,,,,,,
"US1NJBG0003","40.91467","-73.9775","21.6","2024-01",,,,"13","10",,,,,,,,,,,"2.47",,,,"6.54",,,,,,,,
"US1NJBG0003","40.91467","-73.9775","21.6","2024-02",,,,"10","8",,,,,,,,,,,"0.54",,,,"2.15",,,,,,,,
"USW00094789","40.63915","-73.7639","2.7","2023-06","9.8","153","124","12","4","0","0","0","0","0","30","0","49","0","0.0","0.24","83","4232","15","1.02","0.0","68.6","76.7","60.5","360","360","28.0","40"
"USW00094789","40.63915","-73.7639","2.7","2023-07","9.4","550","397","13","10","0","0","0","0","0","31","4","64","0","0.0","1.39","92","0","0","4.38","0.0","77.8","84.8","70.8","270","270","33.1","43"
"USW00094789","40.63915","-73.7639","2.7","2023-08","10.5","832","281","12","10","0","0","0","0","0","31","0","62","0","0.0","0.83","89","0","0","4.02","0.0","74.1","80.8","67.4","300","300","29.1","37"
"USW00094789","40.63915","-73.7639","2.7","2023-09","10.3","1003","171","12","9","0","0","0","0","0","22","4","51","0","0.0","8.05","93","40","40","13.02","0.0","69.4","76.2","62.5","50","40","29.1","40"
"USW00094789","40.63915","-73.7639","2.7","2023-10","9.6","1023","20","7","6","0","0","0","0","0","10","0","43","0","0.0","1.88","81","225","185","4.05","0.0","59.7","67.0","52.3","320","320","32.0","40"
"USW00094789","40.63915","-73.7639","2.7","2023-11","11.2","1023","0","6","3","0","0","0","8","0","0","0","26","0","0.0","0.74","65","816","591","1.59","0.0","45.3","53.0","37.6","110","110","35.1","46"
"USW00094789","40.63915","-73.7639","2.7","2023-12","10.5","1023","0","10","8","0","0","0","8","0","0","0","25","0","0.0","2.38","59","1509","692","7.63","0.0","42.7","48.5","36.8","120","140","40.0","55"
"USW00094789","40.63915","-73.7639","2.7","2024-01","12.8","0","0","15","9","3","1","0","16","5","0","0","18","2","1.3","1.59","56","2406","898","5.84","2.4","36.0","41.3","30.8","150","160","40.0","54"
"USW00094789","40.63915","-73.7639","2.7","2024-02","11.4","0","0","7","4","5","2","0","19","0","0","0","21","6","6.2","0.65","56","3195","788","1.68","10.4","37.8","44.0","31.6","290","300","40.9","58"
"USW00094789","40.63915","-73.7639","2.7","2024-03","13.0","0","0","11","8","0","0","0","4","0","1","0","28","0","0.0","3.13","72","3756","561","9.89","0.0","46.9","54.5","39.3","320","340","38.9","55"
"USW00094789","40.63915","-73.7639","2.7","2024-04",,"5","5","12","6","0","0","0","0","0","3","0","37","0","0.0","1.22","82","4134","378","3.12","0.0","52.6","60.1","45.0",,,,
"USW00094789","40.63915","-73.7639","2.7","2024-05","9.6","56","51","13","7","0","0","0","0","0","19","0","47","0","0.0","0.58","85","4246","112","2.63","0.0","63.0","70.5","55.6","40","160","32.0","46"
"USC00289187","41.04156","-74.29718","71.9","2023-06",,,,"9","8","0","0",,,,,,,"0","0.0","3.37",,,,"5.81","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-07",,,,"15","13","0","0",,,,,,,"0","0.0","2.04",,,,"8.96","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-08",,,,"10","9","0","0",,,,,,,"0","0.0","1.22",,,,"5.47","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-09",,,,"15","11","0","0",,,,,,,"0","0.0","1.90",,,,"7.76","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-10",,,,"14","7","0","0",,,,,,,"0","0.0","0.80",,,,"4.14","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-11",,,,"6","3","0","0",,,,,,,"0","0.0","1.70",,,,"3.07","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-12",,,,"10","6","0","0",,,,,,,"0","0.0","2.67",,,,"10.83","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-01",,,,"14","11",,,,,,,,,,,"2.88",,,,"6.85",,,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-02",,,,"12","7",,,,,,,,,,,"0.50",,,,"1.96",,,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-03",,,,"13","7","0","0",,,,,,,"0","0.0","2.11",,,,"7.58","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-04",,,,"9","5","0","0",,,,,,,"0","0.0","1.73",,,,"4.89","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-05",,,,"13","10","0","0",,,,,,,"0","0.0","0.71",,,,"3.73","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-06",,,,"8","7","0","0",,,,,,,"0","0.0","1.59",,,,"4.25","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-07",,,,"13","9","0","0",,,,,,,"0","0.0","1.35",,,,"5.24","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-08",,,,"10","9","0","0",,,,,,,"0","0.0","2.24",,,,"6.01","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-09",,,,"15","12","0","0",,,,,,,"0","0.0","1.49",,,,"9.05","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-10",,,,"12","7","0","0",,,,,,,"0","0.0","1.01",,,,"2.73","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-11",,,,"5","2","0","0",,,,,,,"0","0.0","2.23",,,,"3.63","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-12",,,,"12","8","0","0",,,,,,,"0","0.0","3.74",,,,"9.96","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-01",,,,"17","9",,"2",,,,,,,,"2.5","2.76",,,,"6.70","4.3",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-02",,,,"8","7","5","3",,,,,,,"3","4.0","0.42",,,,"2.01","8.8",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-03",,,,"14","8","0","0",,,,,,,"0","0.0","2.37",,,,"8.26","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-04",,,,"15","7","0","0",,,,,,,"0","0.0","1.65",,,,"5.26","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-05",,,,"17","11","0","0",,,,,,,"0","0.0","1.98",,,,"5.37","0.0",,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-03",,,,"10","10",,,,,,,,,,,"3.38",,,,"13.30",,,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-04",,,,"11","11",,,,,,,,,,,"1.88",,,,"5.69",,,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-05",,,,"10","10",,"0",,,,,,,,"0.0","1.25",,,,"5.44","0.0",,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-07",,,,"16","9",,,,,,,,,,,"1.25",,,,"5.67",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-08",,,,"14","10",,,,,,,,,,,"1.35",,,,"5.52",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-09",,,,"16","12",,,,,,,,,,,"2.18",,,,"9.42",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-10",,,,"13","5",,,,,,,,,,,"1.07",,,,"3.39",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-03",,,,,,,,,,,,,,,,,,,,"8.69",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-04",,,,,,,,,,,,,,,,,,,,"4.99",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-05",,,,"17","12",,,,,,,,,,,"1.19",,,,"4.33",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-06",,,,"11","6",,,,,,,,,,,"1.47",,,,"3.24",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-07",,,,"13","8",,,,,,,,,,,"1.00",,,,"4.10",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-09",,,,"14","11",,,,,,,,,,,"1.52",,,,"8.66",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-10",,,,"9","5",,,,,,,,,,,"0.71",,,,"2.73",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-11",,,,,,,,,,,,,,,,,,,,"4.33",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-12",,,,,,,,,,,,,,,,,,,,"9.34",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-01",,,,"15","11",,,,,,,,,,,"3.71",,,,"8.43",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-02",,,,"8","6",,,,,,,,,,,"0.55",,,,"2.03",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-03",,,,"12","9",,,,,,,,,,,"2.70",,,,"9.00",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-05",,,,,,,,,,,,,,,,,,,,"4.02",,,,,,,,
"USC00284987","40.29698","-74.00153","9.1","2023-06",,"130","87","13","6","0","0","0","0","0","25","0","48","0","0.0","0.38","83","4518","38","1.35","0.0","66.7","75.2","58.2",,,,
"USC00284987","40.29698","-74.00153","9.1","2023-07",,"520","390","16","9","0","0","0","0","0","31","5","61","0","0.0","2.16","97","0","0","5.87","0.0","77.6","85.8","69.3",,,,
"USC00284987","40.29698","-74.00153","9.1","2023-08",,"796","275","11","9","0","0","0","0","0","31","2","59","0","0.0","0.92","90","0","0","3.70","0.0","73.9","81.8","66.0",,,,
"USC00284987","40.29698","-74.00153","9.1","2023-09",,"953","158","14","10","0","0","0","0","0","22","5","53","0","0.0","4.91","93","38","38","15.84","0.0","69.0","76.4","61.6",,,,
"USC00284987","40.29698","-74.00153","9.1","2023-10",,"973","20","10","6","0","0","0","0","0","12","0","41","0","0.0","0.84","83","237","199","3.22","0.0","59.2","68.4","49.9",,,,
"USC00284987","40.29698","-74.00153","9.1","2023-11",,"973","0","3","2","0","0","0","13","0","0","0","24","0","0.0","1.05","66","856","619","1.34","0.0","44.4","53.7","35.0",,,,
"USC00284987","40.29698","-74.00153","9.1","2023-12",,"973","0","11","8","0","0","0","15","0","0","0","27","0","0.0","3.26","60","1591","735","8.79","0.0","41.3","48.1","34.4",,,,
"USC00284987","40.29698","-74.00153","9.1","2024-01",,"0","0","16","11","8","2","0","22","5","0","0","14","3","3.5","2.48","60","2531","940","7.38","6.5","34.7","41.5","27.9",,,,
"USC00284987","40.29698","-74.00153","9.1","2024-02",,"0","0","10","6","5","2","0","22","0","0","0","20","5","5.0","0.71","60","3359","828","2.15","7.7","36.4","43.7","29.2",,,,
"USC00284987","40.29698","-74.00153","9.1","2024-03",,"0","0","11","9","0","0","0","8","0","1","0","25","0","0.0","2.35","74","3989","630","9.88","0.0","44.7","53.1","36.3",,,,
"USC00284987","40.29698","-74.00153","9.1","2024-04",,"2","2","14","8","0","0","0","0","0","6","0","34","0","0.0","1.24","81","4426","437","4.07","0.0","50.5","59.5","41.4",,,,
"USC00284987","40.29698","-74.00153","9.1","2024-05",,"50","49","16","9","0","0","0","0","0","17","0","43","0","0.0","0.64","86","4583","157","2.68","0.0","61.5","69.1","53.9",,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2023-06",,,,"11","7","0","0",,,,,,,"0","0.0","1.12",,,,"2.76","0.0",,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2023-07",,,,"13","10",,"0",,,,,,,,"0.0","0.58",,,,"3.64","0.0",,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2023-08",,,,"14","10","0","0",,,,,,,"0","0.0","1.22",,,,"5.20","0.0",,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2023-10",,,,"12","6","0","0",,,,,,,"0","0.0","1.17",,,,"3.95","0.0",,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2023-11",,,,"6","3","0","0",,,,,,,"0","0.0","2.60",,,,"3.52","0.0",,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2023-12",,,,"6","5",,"0",,,,,,,,"0.0","3.41",,,,"7.18","0.0",,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2024-01",,,,,,,,,,,,,,,,,,,,"7.01",,,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2024-02",,,,"8","7","5","3",,,,,,,"4","3.5","0.75",,,,"2.08","6.8",,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2024-04",,,,"12","5","0","0",,,,,,,"0","0.0","1.44",,,,"3.76","0.0",,,,,,,
"US1NJBG0018","40.848094","-74.000247","21.3","2024-05",,,,"16","10","0","0",,,,,,,"0","0.0","1.56",,,,"5.46","0.0",,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2023-06",,,,"13","7",,,,,,,,,,,"1.42",,,,"4.12",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2023-07",,,,"14","12",,,,,,,,,,,"2.15",,,,"7.85",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2023-08",,,,"13","8",,,,,,,,,,,"1.43",,,,"4.73",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2023-09",,,,"16","13",,,,,,,,,,,"1.58",,,,"9.48",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2023-10",,,,"14","8",,,,,,,,,,,"1.31",,,,"5.18",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2023-11",,,,"5","3",,,,,,,,,,,"1.88",,,,"3.71",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2023-12",,,,"11","8",,,,,,,,,,,"3.03",,,,"8.46",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2024-01",,,,"15","10",,,,,,,,,,,"2.63",,,,"6.99",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2024-02",,,,"9","8",,,,,,,,,,,"0.55",,,,"2.09",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2024-03",,,,"16","9",,,,,,,,,,,"2.63",,,,"9.28",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2024-04",,,,"15","5",,,,,,,,,,,"1.43",,,,"4.26",,,,,,,,
"US1NJBG0017","40.95109","-74.118264","28.0","2024-05",,,,"18","12",,,,,,,,,,,"1.50",,,,"5.52",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2023-06",,,,"11","5",,,,,,,,,,,"1.06",,,,"2.38",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2023-07",,,,"11","9",,,,,,,,,,,"0.93",,,,"3.64",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2023-08",,,,"10","8",,,,,,,,,,,"1.01",,,,"5.62",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2023-09",,,,"13","10",,,,,,,,,,,"1.25",,,,"7.97",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2023-10",,,,"12","8",,,,,,,,,,,"1.85",,,,"6.43",,,,,,,,
